name,location,online_order,book_table,cuisines,rate,costof2plates,type_mode,rest_type,votes
Desi Deck,Brigade Road,Yes,Yes,others,3.9,1300.0,Dine-out,"Casual Dining, Bar",94.0
White Plate,MG Road,No,Yes,others,4.2,1500.0,Dine-out,"Casual Dining, Bar",264.0
Bazaar Zone By The Park,Infantry Road,No,Yes,others,3.8,1100.0,Dine-out,Casual Dining,53.0
Nandhini Paradise,St. Marks Road,No,Yes,others,3.6,800.0,Dine-out,"Casual Dining, Bar",279.0
Woodys,Richmond Road,No,No,others,2.3,650.0,Dine-out,Casual Dining,118.0
Karavali Lunch Home,Shanti Nagar,No,No,others,3.7,300.0,Dine-out,Mess,0.0
Vinnys,Brigade Road,Yes,No,others,3.9,800.0,Dine-out,Casual Dining,218.0
The Coffee Bean Tea Leaf,MG Road,Yes,No,Cafe,3.8,700.0,Dine-out,Cafe,263.0
cheesecakes and off course their croissants, ,others,others,Missing,3.7,400.0,Delivery,others,60.0
Airlines Hotel,Lavelle Road,Yes,No,others,4.0,400.0,Dine-out,Quick Bites,872.0
Siddiqu Kabab Center,Richmond Road,No,No,others,4.4,250.0,Dine-out,Quick Bites,181.0
and Say Cheese to Cheese,others,others,others,others,3.7,400.0,Delivery,others,60.0
Khazana Food Paradise,Richmond Road,No,No,North Indian Biryani,4.2,400.0,Dine-out,Quick Bites,366.0
Mandarin Box,Church Street,No,No,Chinese,3.9,500.0,Dine-out,Quick Bites,85.0
Indian Coffee House,Church Street,No,No,South Indian,4.0,200.0,Dine-out,Quick Bites,1223.0
99 Pancakes,Church Street,Yes,No,Desserts Ice Cream,4.1,300.0,Dine-out,Dessert Parlor,48.0
Lakeview Milkbar,MG Road,No,No,others,4.0,450.0,Dine-out,"Dessert Parlor, Cafe",1469.0
Taco Bell,Brigade Road,Yes,No,others,3.9,600.0,Dine-out,Quick Bites,37.0
eatfit,Church Street,Yes,Yes,others,4.1,300.0,Dine-out,Quick Bites,121.0
Kentacky Chicken Corner,Richmond Road,No,No,others,4.0,300.0,Dine-out,Quick Bites,109.0
Nisarga Garden,Infantry Road,No,No,others,4.0,300.0,Delivery,Quick Bites,90.0
so with the Kerala parota Skip the stuffed parota,others,others,others,others,3.7,400.0,Delivery, ,60.0
Chettys Coffee,MG Road,Yes,No,South Indian,3.6,200.0,Dine-out,Quick Bites,20.0
KFC,Brigade Road,Yes,No,Burger Fast Food,3.8,450.0,Dine-out,Quick Bites,201.0
Koshys,Richmond Road,No,No,Bakery Fast Food,3.6,300.0,Dine-out,"Bakery, Quick Bites",55.0
Hotel Fanoos,Richmond Road,Yes,No,others,4.0,400.0,Dine-out,Quick Bites,790.0
Mathsya Darshini,Lavelle Road,No,No,others,3.2,350.0,Delivery,Quick Bites,58.0
Taste Of Tibet,Brigade Road,No,No,others,4.1,300.0,Dine-out,Quick Bites,343.0
McDonalds,MG Road,Yes,No,Burger Fast Food,3.9,500.0,Dine-out,Quick Bites,119.0
WOW Momo,Brigade Road,Yes,No,others,3.6,400.0,Dine-out,"Food Court, Quick Bites",125.0
Subway,Brigade Road,No,No,others,2.8,500.0,Dine-out,Quick Bites,64.0
Donne Biriyani Mane,Church Street,Yes,No,Biryani Kebab,3.4,400.0,Dine-out,Quick Bites,64.0
Hushys Kitchen,Shanti Nagar,Yes,No,Fast Food,3.5,300.0,Dine-out,Quick Bites,59.0
Khan Saheb Grills and Rolls,others,Yes,No,Fast Food Rolls,3.4,400.0,Dine-out,Quick Bites,25.0
Chilli Chicken,Brigade Road,Yes,No,Fast Food,3.0,500.0,Dine-out,Quick Bites,8.0
Food Court,Richmond Road,No,No,others,3.7,100.0,Dine-out,Quick Bites,0.0
Burger King,Brigade Road,Yes,No,Burger Fast Food Beverages,3.6,600.0,Dine-out,Food Court,91.0
Shawarma Inc,Brigade Road,Yes,No,others,3.1,250.0,Dine-out,Food Court,29.0
itx83x83x82x83x83x82x82x83x83x82x82x83x82x82x80x83x83x82x82x83x82x82x99s widely spread out with loud music in one side,others,others,others,Missing,3.7,400.0,Delivery,others,60.0
Caraway Kitchen Conrad Bengaluru,Ulsoor,No,Yes,others,4.3,2800.0,Delivery,Fine Dining,166.0
Tiamo Conrad Bengaluru,Ulsoor,No,Yes,others,4.2,2500.0,Dine-out,Fine Dining,145.0
Barbeque Nation,Ulsoor,No,Yes,others,4.4,1600.0,Dine-out,Casual Dining,1086.0
Eden Park,Cunningham Road,Yes,Yes,others,4.1,1100.0,Dine-out,Casual Dining,637.0
Ente Keralam,Ulsoor,Yes,No,others,4.0,1300.0,Dine-out,Casual Dining,1106.0
Dolci Desserts,Cunningham Road,Yes,No,Cafe Desserts,4.3,750.0,Dine-out,"Cafe, Dessert Parlor",658.0
The Culinarium,Vasanth Nagar,No,No,others,4.0,1100.0,Dine-out,"Cafe, Dessert Parlor",38.0
Mikusu Conrad Bengaluru,Ulsoor,No,Yes,others,4.2,3000.0,Dine-out,Fine Dining,83.0
Cafe Kaara,Ulsoor,No,No,others,4.3,750.0,Dine-out,Cafe,167.0
Skylit Citrus Hotels,Cunningham Road,No,Yes,others,4.1,1300.0,Dine-out,Lounge,329.0
Hamza,Shivajinagar,No,No,North Indian Chinese,3.9,500.0,Dine-out,Casual Dining,173.0
Slo Food Co2,Ulsoor,No,Yes,others,3.9,2000.0,Dine-out,Casual Dining,50.0
Shezan,Cunningham Road,Yes,No,others,4.2,600.0,Dine-out,Casual Dining,402.0
Infinitea Tea Room Tea Store,Cunningham Road,Yes,Yes,others,4.2,1000.0,Dine-out,"Casual Dining, Cafe",864.0
Mudpipe Cafe,Cunningham Road,Yes,No,others,4.2,750.0,Dine-out,Cafe,745.0
Tiger Trail Ramada Hotel,Shivajinagar,Yes,Yes,others,4.0,1300.0,Dine-out,"Casual Dining, Bar",189.0
Manis Dum Biryani,Ulsoor,Yes,No,others,4.0,750.0,Dine-out,Casual Dining,180.0
Utse Kitchen,Commercial Street,Yes,No,others,4.2,800.0,Dine-out,Casual Dining,182.0
Ramanas,Cunningham Road,Yes,Yes,others,4.0,850.0,Dine-out,Casual Dining,380.0
Chungs Chinese Corner,Cunningham Road,Yes,No,others,3.4,600.0,Dine-out,Casual Dining,207.0
Taaam,Cunningham Road,No,No,others,4.1,750.0,Dine-out,Casual Dining,405.0
Taj Hotel,Shivajinagar,Yes,No,others,3.7,700.0,Dine-out,Casual Dining,111.0
Hotel Nisarga Grand,City Market,No,No,South Indian North Indian Chinese,3.8,500.0,Dine-out,Casual Dining,36.0
New Prashanth Naati Style,Cunningham Road,No,No,South Indian Biryani,3.8,400.0,Dine-out,Quick Bites,33.0
Amritsari Kulcha Bite,Ulsoor,Yes,No,North Indian,3.9,150.0,Dine-out,Quick Bites,116.0
Alampur Bar And Restaurant,Race Course Road,No,No,others,3.7,900.0,Dine-out,Casual Dining,45.0
Al Noor,Shivajinagar,No,No,others,3.7,350.0,Dine-out,Quick Bites,22.0
Tijouri,Race Course Road,No,Yes,North Indian Mughlai,4.1,2800.0,Dine-out,Fine Dining,77.0
Heads Or Tails,Wilson Garden,No,Yes,others,4.0,1000.0,Dine-out,Bar,141.0
Indian Spice Food,Ulsoor,Yes,No,North Indian Chinese,3.7,300.0,Dine-out,Quick Bites,33.0
Sahanas Nati Style,Wilson Garden,Yes,No,North Indian,3.8,350.0,Dine-out,Quick Bites,50.0
Lakshmi Natraja Refreshments,Majestic,No,No,South Indian,4.3,150.0,Dine-out,Quick Bites,205.0
Hatti Kaapi,Ulsoor,Yes,No,others,3.8,200.0,Dine-out,Quick Bites,33.0
Chikkanna Tiffin Room,City Market,No,No,South Indian,4.5,200.0,Dine-out,Quick Bites,207.0
Swasthaa,Sanjay Nagar,No,No,others,3.4,600.0,Dine-out,Casual Dining,7.0
Haji Ali Juice Centre,Commercial Street,Yes,No,others,4.1,350.0,Dine-out,"Quick Bites, Beverage Shop",80.0
Srinivasa Mess,Wilson Garden,Yes,No,others,3.7,300.0,Dine-out,Mess,35.0
Shahi Family Restaurant,Ulsoor,Yes,No,North Indian Chinese South Indian,3.3,350.0,Dine-out,Quick Bites,89.0
Chickpet Donne Biryani House,Commercial Street,Yes,No,Biryani,3.7,250.0,Dine-out,Quick Bites,51.0
Five Star Chicken,Wilson Garden,Yes,No,Fast Food,3.5,200.0,Dine-out,Quick Bites,11.0
24 Carats The Capitol,Cunningham Road,No,No,others,3.1,1000.0,Delivery,Casual Dining,46.0
3 Spice,Wilson Garden,Yes,No,North Indian Chinese,3.9,450.0,Dine-out,Casual Dining,157.0
Shilpa Veg,Shivajinagar,No,No,others,3.6,250.0,Dine-out,Quick Bites,38.0
New Kohinoor Hotel,Commercial Street,No,No,North Indian,3.1,450.0,Dine-out,Casual Dining,11.0
Bharathi Refreshments,Wilson Garden,No,No,South Indian,3.8,150.0,Dine-out,Quick Bites,52.0
Malabar Kitchen,Commercial Street,Yes,No,others,3.1,300.0,Dine-out,Quick Bites,5.0
Ambur Star Dum Biriyani,Wilson Garden,No,No,Biryani,3.2,200.0,Dine-out,Quick Bites,4.0
Ambur Star Dum Biriyani,Wilson Garden,No,No,Biryani,3.3,300.0,Dine-out,Quick Bites,5.0
MDP Coffee House,Commercial Street,No,No,South Indian,3.6,200.0,Dine-out,Quick Bites,15.0
Donne Biryani Mane,Wilson Garden,Yes,No,Biryani,3.4,300.0,Dine-out,Quick Bites,8.0
Alchemy The Chancery Pavilion,Residency Road,No,Yes,others,4.3,2000.0,Delivery,"Microbrewery, Casual Dining",502.0
The 13th Floor,MG Road,No,Yes,others,4.4,1700.0,Delivery,Lounge,4616.0
ShakesBierre,Brigade Road,No,Yes,others,4.4,1500.0,Drinks & nightlife,"Microbrewery, Casual Dining",409.0
Communiti,Residency Road,No,No,others,4.6,1500.0,Delivery,"Microbrewery, Casual Dining",4048.0
Bangalore Brew Works,Residency Road,No,Yes,others,4.3,1700.0,Delivery,others,2240.0
they complement the drinks well The brew is pretty good, ,others,others,others,3.7,400.0,Delivery,others,60.0
Sotally Tober,Residency Road,No,Yes,others,4.4,1200.0,Delivery,"Bar, Casual Dining",232.0
Amber Rush Restobar,Residency Road,No,Yes,others,4.1,1000.0,Drinks & nightlife,Pub,104.0
Chin Lung Resto Bar,Residency Road,No,No,North Indian Chinese Fast Food,4.0,1000.0,Drinks & nightlife,Bar,521.0
Page 3 Multicuisine Restaurant Bar,Residency Road,No,No,others,3.6,800.0,Drinks & nightlife,Bar,14.0
Kaz,Lavelle Road,No,Yes,others,4.4,3000.0,Drinks & nightlife,Fine Dining,895.0
Shiro,Lavelle Road,Yes,Yes,others,4.4,3000.0,Delivery,others,2247.0
The Permit Room,Brigade Road,No,No,South Indian,4.5,1500.0,Delivery,"Casual Dining, Bar",1611.0
ShakesBierre,Brigade Road,No,Yes,others,4.4,1500.0,Delivery,"Microbrewery, Casual Dining",409.0
NoLimmits Lounge and Club,Brigade Road,Yes,Yes,others,4.1,2000.0,Drinks & nightlife,others,2181.0
Hard Rock Cafe,St. Marks Road,No,Yes,others,4.5,2500.0,Delivery,"Casual Dining, Bar",5294.0
MISU,St. Marks Road,Yes,Yes,others,4.5,1700.0,Delivery,"Casual Dining, Bar",1260.0
Soda Bottle Opener Wala,Lavelle Road,Yes,Yes,others,4.4,1300.0,Delivery,others,3730.0
The Bar Stock Exchange,St. Marks Road,No,No,others,4.2,1300.0,Delivery,"Pub, Casual Dining",651.0
The Biere Club,Lavelle Road,Yes,Yes,others,4.3,1700.0,Drinks & nightlife,"Pub, Microbrewery",3498.0
SkyDeck By Sherlocks,MG Road,No,Yes,others,4.2,1500.0,Delivery,"Pub, Casual Dining",1476.0
Sanchez,Lavelle Road,No,No,others,4.3,1500.0,Delivery,Lounge,1052.0
1Q1,Infantry Road,No,Yes,others,4.3,2500.0,Delivery,"Casual Dining, Bar",612.0
Thai,others,others,others,Missing,3.7,400.0,Delivery,others,60.0
RockSalt,St. Marks Road,Yes,Yes,others,4.4,1900.0,Drinks & nightlife,"Bar, Casual Dining",504.0
Double Decker,Brigade Road,No,Yes,others,4.3,1300.0,Delivery,"Bar, Casual Dining",2749.0
Tree Tops Bar Kitchen,Lavelle Road,No,Yes,others,4.4,1000.0,Drinks & nightlife,"Casual Dining, Bar",152.0
The Barn Bar Kitchen,Brigade Road,No,Yes,others,4.2,1500.0,Delivery,Pub,265.0
Easy Tiger,Church Street,No,No,others,4.3,1100.0,Delivery,"Bar, Casual Dining",2286.0
screening,others,others,others,others,3.7,400.0,Delivery, ,60.0
Capri Gastrobar,St. Marks Road,No,Yes,others,4.3,1200.0,Drinks & nightlife,"Bar, Casual Dining",301.0
Bangalore Pub Exchange,MG Road,No,Yes,others,4.2,1000.0,Drinks & nightlife,"Pub, Casual Dining",228.0
The Open Box,St. Marks Road,Yes,Yes,others,4.2,1400.0,Drinks & nightlife,"Casual Dining, Bar",2292.0
Russh Gastropub,Church Street,No,No,others,4.2,1100.0,Drinks & nightlife,Pub,1359.0
20 Feet High,Church Street,Yes,Yes,others,4.0,1000.0,Drinks & nightlife,"Casual Dining, Bar",941.0
Laughing Llama Gastropub,Brigade Road,Yes,Yes,others,4.2,1600.0,Delivery,"Bar, Casual Dining",416.0
Coconut Grove,Church Street,No,Yes,others,3.9,1200.0,Drinks & nightlife,"Casual Dining, Bar",685.0
Plan B,Shanti Nagar,No,No,others,4.2,1200.0,Delivery,"Casual Dining, Pub",2034.0
Smaaash,MG Road,No,Yes,others,4.2,1500.0,Drinks & nightlife,"Casual Dining, Pub",551.0
Pecos Classic,Brigade Road,No,Yes,Finger Food,4.1,1100.0,Drinks & nightlife,"Pub, Casual Dining",559.0
Le Rock,Brigade Road,Yes,No,Continental Chinese,4.1,2000.0,Drinks & nightlife,Bar,1221.0
Bootlegger,Lavelle Road,No,No,others,4.1,1200.0,Drinks & nightlife,Pub,1546.0
Ice Taj MG Road Bengaluru,MG Road,No,Yes,Continental,4.1,2800.0,Drinks & nightlife,others,612.0
iBar The Park Bangalore,MG Road,No,No,others,3.8,3000.0,Drinks & nightlife,Lounge,625.0
Fusion Lounge,Brigade Road,No,No,Finger Food,2.0,1500.0,Drinks & nightlife,Lounge,402.0
Chugg,Church Street,No,Yes,others,4.0,1100.0,Drinks & nightlife,Pub,752.0
WYT RestroPub,MG Road,No,No,North Indian Chinese,2.6,1000.0,Drinks & nightlife,Pub,409.0
RATEDn I have been to this place Great food,Residency Road,others,others,Missing,3.7,400.0,Delivery,nan,60.0
White Plate,MG Road,No,Yes,others,4.2,1500.0,Delivery,"Casual Dining, Bar",264.0
Hammered,Cunningham Road,Yes,Yes,others,4.7,1300.0,Delivery,others,4845.0
Skylit Citrus Hotels,Cunningham Road,No,Yes,others,4.1,1300.0,Drinks & nightlife,Lounge,329.0
Heads Or Tails,Wilson Garden,No,Yes,others,4.0,1000.0,Drinks & nightlife,Bar,140.0
Tea and Wine Lounge,Race Course Road,No,No,others,3.6,800.0,Drinks & nightlife,Cafe,12.0
La Casa Brewery And Kitchen,Sarjapur Road,Yes,Yes,others,4.4,1500.0,Delivery,"Microbrewery, Casual Dining",1476.0
MoMo Cafe Courtyard by Marriott,Bellandur,No,Yes,others,4.1,2000.0,Buffet,Casual Dining,282.0
The Fishermans Wharf,Sarjapur Road,Yes,Yes,others,4.3,1400.0,Delivery,"Casual Dining, Bar",4139.0
ABs Absolute Barbecues,Sarjapur Road,No,Yes,others,4.7,1600.0,Delivery,Casual Dining,1018.0
The Hidden Home,Sarjapur Road,Yes,Yes,others,4.2,1300.0,Delivery,Casual Dining,1060.0
Opus Food Stories,Sarjapur Road,No,Yes,others,4.5,1800.0,Buffet,"Bar, Casual Dining",200.0
Village The Soul of India,Sarjapur Road,No,No,others,3.9,1100.0,Buffet,Casual Dining,1228.0
Little Italy,Sarjapur Road,Yes,Yes,Italian Pizza,4.3,1500.0,Buffet,Casual Dining,733.0
Xtreme Sports Bar,Sarjapur Road,Yes,Yes,others,4.0,1500.0,Buffet,Pub,977.0
RRoyal Rajasthan,Sarjapur Road,Yes,No,others,4.2,500.0,Delivery,Casual Dining,774.0
Kadi,others,others,others,others,3.7,400.0,Delivery,others,60.0
Ruh,Bellandur,No,Yes,others,4.0,1000.0,Delivery,Casual Dining,3056.0
Tipsy Bull The Bar Exchange,Bellandur,Yes,Yes,others,4.4,1400.0,Delivery,"Bar, Casual Dining",2232.0
Kava Fairfield by Marriott,Bellandur,No,Yes,others,3.9,1500.0,Buffet,Casual Dining,291.0
Chaarcoal,Bellandur,Yes,No,North Indian,4.0,1200.0,Buffet,Casual Dining,468.0
The Square Novotel,Marathahalli,No,Yes,others,4.3,2500.0,Buffet,Fine Dining,766.0
Sharaab Factory,Bellandur,Yes,Yes,Biryani North Indian,3.9,1500.0,Buffet,Bar,406.0
Skylit Citrus Hotels,Bellandur,No,Yes,others,3.6,1500.0,Buffet,Lounge,259.0
Punjabi Times,Bellandur,Yes,Yes,North Indian,4.1,1100.0,Buffet,"Casual Dining, Bar",1696.0
Monsoon,Bellandur,No,No,Continental,2.8,1000.0,Buffet,Food Court,12.0
Stoner,Sarjapur Road,Yes,No,others,4.3,500.0,Delivery,"Dessert Parlor, Cafe",591.0
Zoeys,Sarjapur Road,Yes,No,others,4.3,600.0,Cafes,Quick Bites,901.0
Eating Love,Sarjapur Road,Yes,No,others,4.3,800.0,Cafes,Cafe,160.0
Creamvilla,Sarjapur Road,Yes,No,others,3.9,600.0,Cafes,"Cafe, Dessert Parlor",66.0
Mighty Paws,Sarjapur Road,Yes,No,Cafe,4.0,500.0,Cafes,Cafe,138.0
Gabbar Chai,Sarjapur Road,No,No,others,3.7,400.0,Cafes,Cafe,74.0
Chaai Resto,Sarjapur Road,Yes,No,others,4.0,200.0,Cafes,Cafe,34.0
Ellas Petscape Cafe,Sarjapur Road,No,No,others,4.0,700.0,Cafes,Cafe,19.0
Sintales,Sarjapur Road,Yes,No,others,3.6,600.0,Cafes,Cafe,44.0
Cafe At The Atelier,Sarjapur Road,Yes,No,others,4.2,800.0,Cafes,Cafe,510.0
Cafe Coffee Day,Sarjapur Road,Yes,No,Cafe Fast Food,3.1,900.0,Cafes,Cafe,13.0
Cafe Chaippu,Sarjapur Road,No,No,others,3.7,150.0,Cafes,Quick Bites,0.0
Biggies Burger n More,Sarjapur Road,Yes,No,Burger Fast Food,3.7,400.0,Cafes,Quick Bites,0.0
Story Time,Bellandur,No,No,others,3.8,500.0,Cafes,"Cafe, Quick Bites",19.0
The Salad Studio,Bellandur,Yes,No,others,4.0,400.0,Cafes,Cafe,109.0
On the Go Cafeteria,Bellandur,No,No,Fast Food,3.7,200.0,Cafes,Quick Bites,0.0
Mont Blanc Cafe,Bellandur,Yes,No,others,3.8,650.0,Cafes,Cafe,37.0
Imperio Cafe,Whitefield,No,No,others,3.9,200.0,Cafes,Quick Bites,23.0
Starbucks,Bellandur,No,No,Cafe Desserts,3.9,700.0,Cafes,Cafe,39.0
Puro Gusto,Bellandur,No,No,Cafe,3.9,400.0,Cafes,Cafe,26.0
Tata Cha,Bellandur,Yes,No,others,3.4,400.0,Cafes,others,36.0
Tea Totallers,Bellandur,Yes,No,others,3.0,500.0,Cafes,Cafe,19.0
Cuppa,Bellandur,No,No,others,3.7,400.0,Cafes,Cafe,33.0
Costa Coffee,Bellandur,No,No,Cafe,3.0,500.0,Cafes,Cafe,6.0
Cafe Thulp,Bellandur,Yes,Yes,others,4.0,1000.0,Cafes,Cafe,348.0
Chai Resto,Bellandur,No,No,others,3.5,200.0,Cafes,Quick Bites,7.0
eatfit,Bellandur,Yes,No,others,4.4,500.0,Delivery,Delivery,650.0
SherEPunjab,Marathahalli,Yes,No,North Indian Chinese,3.4,400.0,Delivery,Quick Bites,425.0
Blue Berry Restaurant,Bellandur,Yes,No,others,3.9,650.0,Delivery,Casual Dining,150.0
BOX8 Desi Meals,Bellandur,Yes,No,others,4.2,500.0,Delivery,"Takeaway, Delivery",170.0
FreshMenu,others,Yes,No,others,3.3,450.0,Delivery,Delivery,120.0
Udupi Ruchi,Bellandur,Yes,No,South Indian North Indian Chinese Street Food,3.8,200.0,Delivery,Quick Bites,244.0
Rangla Punjab,Bellandur,Yes,No,North Indian Chinese,2.9,450.0,Delivery,Quick Bites,321.0
nutree,Sarjapur Road,Yes,No,others,4.3,400.0,Delivery,Delivery,300.0
Best Of Bengal,Marathahalli,Yes,No,Bengali,3.8,300.0,Delivery,Quick Bites,234.0
Kerala Panoor Restaurant,Bellandur,Yes,No,others,3.5,350.0,Delivery,Quick Bites,142.0
Pet Full 99,Sarjapur Road,Yes,No,North Indian,3.0,200.0,Delivery,Quick Bites,20.0
Punjabi Dawat,Bellandur,Yes,No,North Indian Chinese,2.9,400.0,Delivery,Quick Bites,254.0
Burger King,Sarjapur Road,Yes,No,Burger Fast Food,3.9,500.0,Delivery,Quick Bites,79.0
Kerala Mess Upahar,Bellandur,Yes,No,others,3.8,300.0,Delivery,Mess,126.0
Punjabi Nukkad Pure Veg,HSR,Yes,No,others,4.0,500.0,Delivery,Quick Bites,795.0
Kolkata Rolls Fast food,HSR,Yes,No,others,3.6,200.0,Delivery,Quick Bites,52.0
Murli,Bellandur,Yes,No,others,3.9,500.0,Delivery,Casual Dining,1246.0
Bangalore Agarwal Bhavan,Sarjapur Road,Yes,No,others,3.5,300.0,Delivery,Quick Bites,22.0
Kanti Sweets,Bellandur,Yes,No,Mithai Street Food,4.1,400.0,Delivery,Sweet Shop,163.0
Fun Kitchen,HSR,Yes,No,North Indian Chinese Fast Food,3.6,400.0,Delivery,Quick Bites,103.0
Udupi Bhavan,HSR,Yes,No,Chinese North Indian South Indian,3.8,400.0,Delivery,Quick Bites,184.0
Hyderabadi Biryani Hub,Sarjapur Road,Yes,No,Biryani North Indian,3.4,600.0,Delivery,Quick Bites,52.0
Blueberry Restaurant,Bellandur,Yes,No,others,3.5,400.0,Delivery,Quick Bites,48.0
Udupi Aatithya,Bellandur,Yes,No,South Indian North Indian Chinese,4.0,300.0,Delivery,Quick Bites,90.0
NY Pizza And Waffles,Sarjapur Road,Yes,No,Pizza Fast Food,3.3,300.0,Delivery,Quick Bites,15.0
Punjabi Khana,Bellandur,Yes,No,North Indian,3.1,500.0,Delivery,Quick Bites,12.0
Mojo Pizza 2X Toppings,Bellandur,Yes,No,Pizza,4.1,600.0,Delivery,"Takeaway, Delivery",167.0
Chai Point,HSR,Yes,No,Fast Food Beverages,4.0,250.0,Delivery,"Beverage Shop, Quick Bites",323.0
Sai Santhi Cafe,Marathahalli,Yes,No,South Indian North Indian Chinese,3.8,400.0,Delivery,Quick Bites,71.0
Sri Vishnu Veg,Marathahalli,Yes,No,South Indian,3.5,200.0,Delivery,Quick Bites,15.0
Hyderabadi Bawarchi Biriyani,Bellandur,Yes,No,Biryani,3.4,450.0,Delivery,Casual Dining,4.0
Donne Biriyani House,Sarjapur Road,Yes,No,Biryani,3.1,300.0,Delivery,Quick Bites,129.0
Potful,Sarjapur Road,Yes,No,others,4.0,650.0,Delivery,Delivery,856.0
Just Bake,Sarjapur Road,Yes,No,Bakery,3.4,400.0,Delivery,"Bakery, Quick Bites",15.0
KFC,Sarjapur Road,Yes,No,Burger Fast Food,3.2,450.0,Delivery,Quick Bites,393.0
Thalassery Restaurant,Bellandur,Yes,No,others,3.6,600.0,Delivery,Casual Dining,710.0
Sri Vishnu Grand,Sarjapur Road,Yes,No,South Indian North Indian Chinese,3.8,400.0,Delivery,Casual Dining,137.0
Bathinda Dine,Bellandur,Yes,No,North Indian,3.9,950.0,Delivery,Casual Dining,266.0
Behrouz Biryani,Sarjapur Road,Yes,No,Biryani,4.0,650.0,Delivery,Delivery,365.0
Five Star Chicken,Sarjapur Road,Yes,No,Fast Food,3.3,200.0,Delivery,Quick Bites,55.0
Sri Krishna Kitchen,Bellandur,Yes,No,North Indian Chinese,3.7,400.0,Delivery,Quick Bites,25.0
Cake Town Cafe,Bellandur,Yes,No,Bakery Desserts,3.9,500.0,Delivery,"Bakery, Dessert Parlor",78.0
Kairali Restaurant,Bellandur,Yes,No,Kerala,3.9,200.0,Delivery,Quick Bites,101.0
Basaveshwara Khanavali,Sarjapur Road,Yes,No,South Indian,3.6,150.0,Delivery,Quick Bites,12.0
Polar Bear,Sarjapur Road,Yes,No,others,4.0,400.0,Delivery,Dessert Parlor,88.0
Atithi Sambrama,Sarjapur Road,Yes,No,South Indian North Indian Chinese,3.9,200.0,Delivery,Quick Bites,72.0
Lassi Shop,Bellandur,Yes,No,others,3.9,200.0,Delivery,Beverage Shop,155.0
Marwari Basa,Bellandur,Yes,No,others,3.1,300.0,Delivery,Quick Bites,27.0
Indori Zaika,HSR,Yes,No,North Indian,2.9,300.0,Delivery,Quick Bites,107.0
RATEDn Pathetic,others,others,others,Missing,3.7,400.0,Delivery, ,60.0
Homelicious Food,Bellandur,Yes,No,North Indian,4.0,200.0,Delivery,Quick Bites,63.0
The Nosh House,Sarjapur Road,Yes,No,others,4.3,600.0,Delivery,Delivery,229.0
Warm Oven,Marathahalli,Yes,No,Bakery Desserts,3.8,500.0,Delivery,Bakery,69.0
Husbands Kitchen,Sarjapur Road,Yes,No,Fast Food North Indian,3.5,350.0,Delivery,Quick Bites,112.0
Firangi Bake,Sarjapur Road,Yes,No,others,4.1,600.0,Delivery,Delivery,90.0
Chaarcoal,Bellandur,Yes,No,North Indian,4.0,1200.0,Delivery,Casual Dining,468.0
Savoury Restaurant,Sarjapur Road,Yes,No,others,2.9,800.0,Delivery,Casual Dining,833.0
Delhite Food,Bellandur,Yes,No,North Indian,3.4,300.0,Delivery,Quick Bites,9.0
The Flying Cup,Sarjapur Road,Yes,No,others,4.2,150.0,Delivery,Quick Bites,240.0
The Rasaganga,Bellandur,Yes,No,South Indian North Indian Chinese Street Food,3.6,500.0,Delivery,Casual Dining,409.0
Udupi Nalapaka,Bellandur,Yes,No,South Indian North Indian Chinese,3.9,400.0,Delivery,Quick Bites,42.0
Sarjapur Social,Sarjapur Road,Yes,No,others,4.6,1500.0,Delivery,"Bar, Casual Dining",1324.0
Just Shawarma,HSR,Yes,No,Arabian,3.9,300.0,Delivery,Quick Bites,79.0
Dominos Pizza,Sarjapur Road,Yes,No,Pizza Fast Food,3.4,400.0,Delivery,Quick Bites,6.0
Happy Endings,Bellandur,Yes,No,others,4.2,500.0,Delivery,"Bakery, Dessert Parlor",506.0
